longitude;latitude;d_inter;annee_inter;type_inter;type_support;rue;code_commune;equipement_concerne
3.91551495257038;43.5766111285096;14/08/2012 00:00;2012;Fuite;Canalisation;AV GUSTAVE CHARPENTIER;34129;Canalisation
3.90692006431504;43.5772293644028;14/08/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.91337174076107;43.5741086235581;13/08/2012 00:00;2012;Fuite;Canalisation;TRA DE LA BRIGANTINE;34129;Canalisation
3.96420285355454;43.5563745314494;10/08/2012 00:00;2012;Fuite;;AV SAINT-VINCENT;34198;
3.91295393910154;43.5762012165343;10/08/2012 00:00;2012;Fuite;Canalisation;TRA DES HUNIERS;34129;Canalisation
3.91318528270956;43.5755250324928;09/08/2012 00:00;2012;Fuite;Branchement;PLAN DES HUNIERS;34129;Branchement
3.92766406669631;43.5868318912098;08/08/2012 00:00;2012;Fuite;Branchement;R DU CLOS SAINT-JEAN;34129;Branchement
3.91492705393161;43.5750962943101;08/08/2012 00:00;2012;Fuite;Branchement;IMP JULES MASSENET;34129;Branchement
3.92777939791959;43.5869259186263;08/08/2012 00:00;2012;Fuite;Branchement;R DU CLOS SAINT-JEAN;34129;Branchement
3.91223530381517;43.5697161556375;08/08/2012 00:00;2012;Fuite;;AV DE FREJORGUES;34129;
3.91410670233235;43.5751770357126;06/08/2012 00:00;2012;Fuite;Branchement;R DU BEAUPRE;34129;Branchement
3.90881947388492;43.5769699228321;03/08/2012 00:00;2012;Fuite;Branchement;CHE DU MAS DE JAUMES;34129;Branchement
3.96379361558363;43.5530312999342;03/08/2012 00:00;2012;Fuite;Branchement;R DE BONADONA;34198;Branchement
3.96798767239149;43.5533064521114;03/08/2012 00:00;2012;Fuite;Branchement;R MARCEL PAGNOL;34198;Branchement
3.95450924853298;43.5630816261879;03/08/2012 00:00;2012;Fuite;Branchement;R DU DOCTEUR SERVEL;34198;Branchement
3.90784094145611;43.5719036454105;01/08/2012 00:00;2012;Fuite;Branchement;R RICHARD WAGNER;34129;Branchement
3.89944558078233;43.5648776201814;01/08/2012 00:00;2012;Fuite;Branchement;AV DE MASSILIA;34129;Branchement
3.96374156327259;43.5529971157688;31/07/2012 00:00;2012;Fuite;Branchement;R DE BONADONA;34198;Branchement
3.91213094978935;43.5697782857002;30/07/2012 00:00;2012;Fuite;;AV DE FREJORGUES;34129;
3.96664708688008;43.5546079477841;30/07/2012 00:00;2012;Fuite;Branchement;R MARCEL PAGNOL;34198;Branchement
3.96709531589126;43.5529661976882;30/07/2012 00:00;2012;Fuite;Appareils et pièces;R PORT DE CAREME;34198;Appareils et pièces
3.90006105161188;43.5657982299124;27/07/2012 00:00;2012;Fuite;Branchement;AV DE MASSILIA;34129;Branchement
3.90572850687314;43.5760330846747;26/07/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.87360435346954;43.5582755505823;25/07/2012 00:00;2012;Fuite;Branchement;AV DE LA MEDITERRANEE;34129;Branchement
3.91361232150629;43.5759084679519;25/07/2012 00:00;2012;Fuite;Branchement;IMP EMMANUEL CHABRIER;34129;Branchement
3.90592480679964;43.5760293770156;25/07/2012 00:00;2012;Fuite;Branchement;R PALLADIO;34129;Branchement
3.94402593834771;43.5663690935581;24/07/2012 00:00;2012;Fuite;Canalisation;R ANTOINE DE SAINT-EXUPERY;34198;Canalisation
